XMDTENT,XMDTSITE,XMDTDOCNO,XMDTDOCDT,XMDT004,XMDT002,XMDT003,XMDTSTUS,XMDT015
3,JINPAO,JP2101-20161224822,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-12-06 00:00:00
3,JINPAO,JP2101-20161224823,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224824,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224825,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-12-07 00:00:00
3,JINPAO,JP2101-20161224826,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-08 00:00:00
3,JINPAO,JP2101-20161224827,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-08 00:00:00
3,JINPAO,JP2101-20161224828,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-12-08 00:00:00
3,JINPAO,JP2101-20161224829,2016-12-22 00:00:00,S024,520025,JINPAO,Y,2011-12-09 00:00:00
3,JINPAO,JP2101-20161224830,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-09 00:00:00
3,JINPAO,JP2101-20161224831,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-12 00:00:00
3,JINPAO,JP2101-20161224832,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-12 00:00:00
3,JINPAO,JP2101-20161224833,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-14 00:00:00
3,JINPAO,JP2101-20161224834,2016-12-22 00:00:00,F012,520025,JINPAO,Y,2011-12-15 00:00:00
3,JINPAO,JP2101-20161224835,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-12-15 00:00:00
3,JINPAO,JP2101-20161224836,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-15 00:00:00
3,JINPAO,JP2101-20161224837,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224838,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224839,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224840,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224841,2016-12-22 00:00:00,G003,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224842,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2011-12-17 00:00:00
3,JINPAO,JP2101-20161224843,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-19 00:00:00
3,JINPAO,JP2101-20161224844,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-09 00:00:00
3,JINPAO,JP2101-20161224845,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2011-12-09 00:00:00
3,JINPAO,JP2101-20161224846,2016-12-22 00:00:00,O006,520025,JINPAO,Y,2011-12-13 00:00:00
3,JINPAO,JP2101-20161224847,2016-12-22 00:00:00,T032,520025,JINPAO,Y,2011-12-14 00:00:00
3,JINPAO,JP2101-20161224848,2016-12-22 00:00:00,D008,520025,JINPAO,Y,2011-12-14 00:00:00
3,JINPAO,JP2101-20161224849,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-14 00:00:00
3,JINPAO,JP2101-20161224850,2016-12-22 00:00:00,D013,520025,JINPAO,Y,2011-12-15 00:00:00
3,JINPAO,JP2101-20161224851,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-15 00:00:00
3,JINPAO,JP2101-20161224852,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-11 00:00:00
3,JINPAO,JP2101-20161224853,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-11 00:00:00
3,JINPAO,JP2101-20161224854,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-11 00:00:00
3,JINPAO,JP2101-20161224855,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-11 00:00:00
3,JINPAO,JP2101-20161224856,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-06-11 00:00:00
3,JINPAO,JP2101-20161224857,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-06-13 00:00:00
3,JINPAO,JP2101-20161224858,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-06-13 00:00:00
3,JINPAO,JP2101-20161224859,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-06-14 00:00:00
3,JINPAO,JP2101-20161224860,2016-12-22 00:00:00,M019,520025,JINPAO,Y,2012-06-15 00:00:00
3,JINPAO,JP2101-20161224861,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-16 00:00:00
3,JINPAO,JP2101-20161224862,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-06-16 00:00:00
3,JINPAO,JP2101-20161224863,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-06-18 00:00:00
3,JINPAO,JP2101-20161224864,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-06-20 00:00:00
3,JINPAO,JP2101-20161224865,2016-12-22 00:00:00,K008,520025,JINPAO,Y,2012-06-21 00:00:00
3,JINPAO,JP2101-20161224866,2016-12-22 00:00:00,C027,520025,JINPAO,Y,2012-06-21 00:00:00
3,JINPAO,JP2101-20161224867,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2012-06-21 00:00:00
3,JINPAO,JP2101-20161224868,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-06-21 00:00:00
3,JINPAO,JP2101-20161224869,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-06-21 00:00:00
3,JINPAO,JP2101-20161224870,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-06-22 00:00:00
3,JINPAO,JP2101-20161224871,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-06-26 00:00:00
3,JINPAO,JP2101-20161224872,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-06-28 00:00:00
3,JINPAO,JP2101-20161224873,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2012-06-30 00:00:00
3,JINPAO,JP2101-20161224874,2016-12-22 00:00:00,H007,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224875,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-12-17 00:00:00
3,JINPAO,JP2101-20161224876,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-17 00:00:00
3,JINPAO,JP2101-20161224877,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-20 00:00:00
3,JINPAO,JP2101-20161224878,2016-12-22 00:00:00,S030,520025,JINPAO,Y,2011-12-20 00:00:00
3,JINPAO,JP2101-20161224879,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-20 00:00:00
3,JINPAO,JP2101-20161224880,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2011-12-21 00:00:00
3,JINPAO,JP2101-20161224881,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224882,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224883,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224884,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-24 00:00:00
3,JINPAO,JP2101-20161224885,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-24 00:00:00
3,JINPAO,JP2101-20161224886,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-26 00:00:00
3,JINPAO,JP2101-20161224887,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-28 00:00:00
3,JINPAO,JP2101-20161224888,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2011-12-16 00:00:00
3,JINPAO,JP2101-20161224889,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2011-12-17 00:00:00
3,JINPAO,JP2101-20161224890,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2011-12-19 00:00:00
3,JINPAO,JP2101-20161224891,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2011-12-21 00:00:00
3,JINPAO,JP2101-20161224892,2016-12-22 00:00:00,O006,520025,JINPAO,Y,2011-12-21 00:00:00
3,JINPAO,JP2101-20161224893,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224894,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224895,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224896,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-24 00:00:00
3,JINPAO,JP2101-20161224897,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2011-12-24 00:00:00
3,JINPAO,JP2101-20161224898,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224899,2016-12-22 00:00:00,S032,520025,JINPAO,Y,2011-12-27 00:00:00
3,JINPAO,JP2101-20161224900,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2011-12-27 00:00:00
3,JINPAO,JP2101-20161224901,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2011-12-28 00:00:00
3,JINPAO,JP2101-20161224902,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2011-12-22 00:00:00
3,JINPAO,JP2101-20161224996,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-05-07 00:00:00
3,JINPAO,JP2101-20161224997,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2012-07-18 00:00:00
3,JINPAO,JP2101-20161224998,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2012-07-19 00:00:00
3,JINPAO,JP2101-20161224999,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-07-20 00:00:00
3,JINPAO,JP2101-20161225000,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-07-19 00:00:00
3,JINPAO,JP2101-20161225001,2016-12-22 00:00:00,C002,520025,JINPAO,Y,2012-07-19 00:00:00
3,JINPAO,JP2101-20161225002,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-07-19 00:00:00
3,JINPAO,JP2101-20161225003,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-07-20 00:00:00
3,JINPAO,JP2101-20161225004,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-07-20 00:00:00
3,JINPAO,JP2101-20161225005,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-07-21 00:00:00
3,JINPAO,JP2101-20161225006,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-07-27 00:00:00
3,JINPAO,JP2101-20161225007,2016-12-22 00:00:00,S028,520025,JINPAO,Y,2012-07-30 00:00:00
3,JINPAO,JP2101-20161225008,2016-12-22 00:00:00,O007,520025,JINPAO,Y,2012-07-31 00:00:00
3,JINPAO,JP2101-20161225009,2016-12-22 00:00:00,T033,520025,JINPAO,Y,2012-08-01 00:00:00
3,JINPAO,JP2101-20161225010,2016-12-22 00:00:00,T037,520025,JINPAO,Y,2012-08-02 00:00:00
3,JINPAO,JP2101-20161225011,2016-12-22 00:00:00,E004,520025,JINPAO,Y,2012-08-06 00:00:00
3,JINPAO,JP2101-20161225012,2016-12-22 00:00:00,T029,520025,JINPAO,Y,2012-08-06 00:00:00
3,JINPAO,JP2101-20161225013,2016-12-22 00:00:00,M013,520025,JINPAO,Y,2012-08-07 00:00:00
3,JINPAO,JP2101-20161225014,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-08 00:00:00
3,JINPAO,JP2101-20161225015,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225016,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225017,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225018,2016-12-22 00:00:00,E007,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225019,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-08-10 00:00:00
3,JINPAO,JP2101-20161225020,2016-12-22 00:00:00,W004,520025,JINPAO,Y,2012-07-27 00:00:00
3,JINPAO,JP2101-20161225021,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-07-30 00:00:00
3,JINPAO,JP2101-20161225022,2016-12-22 00:00:00,A006,520025,JINPAO,Y,2012-08-03 00:00:00
3,JINPAO,JP2101-20161225023,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-08-06 00:00:00
3,JINPAO,JP2101-20161225024,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2012-08-06 00:00:00
3,JINPAO,JP2101-20161225025,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-08 00:00:00
3,JINPAO,JP2101-20161225026,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225027,2016-12-22 00:00:00,T031,520025,JINPAO,Y,2012-08-11 00:00:00
3,JINPAO,JP2101-20161225028,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-09 00:00:00
3,JINPAO,JP2101-20161225029,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225030,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225031,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225032,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225033,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225034,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-11 00:00:00
3,JINPAO,JP2101-20161225035,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-11 00:00:00
3,JINPAO,JP2101-20161225036,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-02-11 00:00:00
3,JINPAO,JP2101-20161225037,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-13 00:00:00
3,JINPAO,JP2101-20161225038,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-14 00:00:00
3,JINPAO,JP2101-20161225039,2016-12-22 00:00:00,S008,520025,JINPAO,Y,2012-02-14 00:00:00
3,JINPAO,JP2101-20161225040,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2012-02-14 00:00:00
3,JINPAO,JP2101-20161225041,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225042,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-10 00:00:00
3,JINPAO,JP2101-20161225043,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-02-13 00:00:00
3,JINPAO,JP2101-20161225044,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225045,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225046,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225047,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225048,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225049,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-16 00:00:00
3,JINPAO,JP2101-20161225050,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225051,2016-12-22 00:00:00,P010,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225052,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225053,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225054,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225055,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225056,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-11 00:00:00
3,JINPAO,JP2101-20161225057,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-13 00:00:00
3,JINPAO,JP2101-20161225058,2016-12-22 00:00:00,T032,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225059,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225060,2016-12-22 00:00:00,A009,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225061,2016-12-22 00:00:00,B004,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225062,2016-12-22 00:00:00,T037,520025,JINPAO,Y,2012-02-20 00:00:00
3,JINPAO,JP2101-20161225063,2016-12-22 00:00:00,T033,520025,JINPAO,Y,2012-02-20 00:00:00
3,JINPAO,JP2101-20161225064,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2012-02-20 00:00:00
3,JINPAO,JP2101-20161225065,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-21 00:00:00
3,JINPAO,JP2101-20161225066,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-21 00:00:00
3,JINPAO,JP2101-20161225067,2016-12-22 00:00:00,P012,520025,JINPAO,Y,2012-02-21 00:00:00
3,JINPAO,JP2101-20161225068,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-02-21 00:00:00
3,JINPAO,JP2101-20161225069,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-22 00:00:00
3,JINPAO,JP2101-20161225070,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-02-14 00:00:00
3,JINPAO,JP2101-20161225071,2016-12-22 00:00:00,S007,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225072,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225073,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225074,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225075,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225076,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225077,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225078,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225079,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-16 00:00:00
3,JINPAO,JP2101-20161225080,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-20 00:00:00
3,JINPAO,JP2101-20161225081,2016-12-22 00:00:00,W004,520025,JINPAO,Y,2012-02-21 00:00:00
3,JINPAO,JP2101-20161225082,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-22 00:00:00
3,JINPAO,JP2101-20161225083,2016-12-22 00:00:00,T029,520025,JINPAO,Y,2012-02-22 00:00:00
3,JINPAO,JP2101-20161225084,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225085,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225086,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225087,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225088,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-15 00:00:00
3,JINPAO,JP2101-20161225089,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225090,2016-12-22 00:00:00,O004,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225091,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225092,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225093,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225094,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-24 00:00:00
3,JINPAO,JP2101-20161225095,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-24 00:00:00
3,JINPAO,JP2101-20161225096,2016-12-22 00:00:00,T031,520025,JINPAO,Y,2012-02-25 00:00:00
3,JINPAO,JP2101-20161225097,2016-12-22 00:00:00,S004,520025,JINPAO,Y,2012-02-27 00:00:00
3,JINPAO,JP2101-20161225098,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-08-02 00:00:00
3,JINPAO,JP2101-20161225099,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225100,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-09 00:00:00
3,JINPAO,JP2101-20161225101,2016-12-22 00:00:00,D020,520025,JINPAO,Y,2012-08-14 00:00:00
3,JINPAO,JP2101-20161225102,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-14 00:00:00
3,JINPAO,JP2101-20161225103,2016-12-22 00:00:00,D006,520025,JINPAO,Y,2012-08-14 00:00:00
3,JINPAO,JP2101-20161225104,2016-12-22 00:00:00,T026,520025,JINPAO,Y,2012-08-16 00:00:00
3,JINPAO,JP2101-20161225105,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-08-16 00:00:00
3,JINPAO,JP2101-20161225106,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-08-16 00:00:00
3,JINPAO,JP2101-20161225107,2016-12-22 00:00:00,H001,520025,JINPAO,Y,2012-08-17 00:00:00
3,JINPAO,JP2101-20161225108,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-08-17 00:00:00
3,JINPAO,JP2101-20161225109,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-17 00:00:00
3,JINPAO,JP2101-20161225110,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-17 00:00:00
3,JINPAO,JP2101-20161225111,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-08-18 00:00:00
3,JINPAO,JP2101-20161225112,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-08-18 00:00:00
3,JINPAO,JP2101-20161225113,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-21 00:00:00
3,JINPAO,JP2101-20161225114,2016-12-22 00:00:00,J001,520025,JINPAO,Y,2012-08-24 00:00:00
3,JINPAO,JP2101-20161225115,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-27 00:00:00
3,JINPAO,JP2101-20161225116,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-27 00:00:00
3,JINPAO,JP2101-20161225117,2016-12-22 00:00:00,T021,520025,JINPAO,Y,2012-08-29 00:00:00
3,JINPAO,JP2101-20161225118,2016-12-22 00:00:00,D005,520025,JINPAO,Y,2012-08-29 00:00:00
3,JINPAO,JP2101-20161225119,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-08-29 00:00:00
3,JINPAO,JP2101-20161225120,2016-12-22 00:00:00,C001,520025,JINPAO,Y,2012-08-29 00:00:00
3,JINPAO,JP2101-20161225121,2016-12-22 00:00:00,H010,520025,JINPAO,Y,2012-08-30 00:00:00
3,JINPAO,JP2101-20161225122,2016-12-22 00:00:00,M018,520025,JINPAO,Y,2012-08-30 00:00:00
3,JINPAO,JP2101-20161225123,2016-12-22 00:00:00,S004,520025,JINPAO,Y,2012-08-30 00:00:00
3,JINPAO,JP2101-20161225124,2016-12-22 00:00:00,T009,520025,JINPAO,Y,2012-08-30 00:00:00
3,JINPAO,JP2101-20161225125,2016-12-22 00:00:00,D008,520025,JINPAO,Y,2012-08-30 00:00:00
3,JINPAO,JP2101-20161225126,2016-12-22 00:00:00,T029,520025,JINPAO,Y,2012-08-21 00:00:00
3,JINPAO,JP2101-20161225127,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-21 00:00:00
3,JINPAO,JP2101-20161225128,2016-12-22 00:00:00,O007,520025,JINPAO,Y,2012-08-23 00:00:00
3,JINPAO,JP2101-20161225129,2016-12-22 00:00:00,D010,520025,JINPAO,Y,2012-08-24 00:00:00
3,JINPAO,JP2101-20161225130,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-08-27 00:00:00
3,JINPAO,JP2101-20161225131,2016-12-22 00:00:00,S033,520025,JINPAO,Y,2012-08-27 00:00:00
3,JINPAO,JP2101-20161225132,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-27 00:00:00
3,JINPAO,JP2101-20161225133,2016-12-22 00:00:00,C024,520025,JINPAO,Y,2012-08-28 00:00:00
3,JINPAO,JP2101-20161225134,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-08-28 00:00:00
3,JINPAO,JP2101-20161225135,2016-12-22 00:00:00,T033,520025,JINPAO,Y,2012-08-31 00:00:00
3,JINPAO,JP2101-20161225136,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-31 00:00:00
3,JINPAO,JP2101-20161225137,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-31 00:00:00
3,JINPAO,JP2101-20161225138,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-31 00:00:00
3,JINPAO,JP2101-20161225139,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-08-31 00:00:00
3,JINPAO,JP2101-20161225140,2016-12-22 00:00:00,F006,520025,JINPAO,Y,2012-02-18 00:00:00
3,JINPAO,JP2101-20161225141,2016-12-22 00:00:00,F005,520025,JINPAO,Y,2012-02-22 00:00:00
3,JINPAO,JP2101-20161225142,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225143,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225144,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225145,2016-12-22 00:00:00,T005,520025,JINPAO,Y,2012-02-23 00:00:00
3,JINPAO,JP2101-20161225146,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-25 00:00:00
3,JINPAO,JP2101-20161225147,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-02-27 00:00:00
3,JINPAO,JP2101-20161225148,2016-12-22 00:00:00,J004,520025,JINPAO,Y,2012-02-17 00:00:00
3,JINPAO,JP2101-20161225149,2016-12-22 00:00:00,D003,520025,JINPAO,Y,2012-02-29 00:00:00
3,JINPAO,JP2101-20161225150,2016-12-22 00:00:00,T034,520025,JINPAO,Y,2012-02-29 00:00:00
